1.70233	-1.56668	2.09683	-1.92438
2.45922	0.453225	-3.22735	0.580131
1.51416	0.516586	-0.768152	-0.514283
2.66637	-0.917008	1.29223	-2.5738
-0.665497	2.78446	-0.383942	-1.36293
-0.504426	0.849951	1.15485	-1.38252
1.12197	1.01588	-0.445366	-1.25628
-0.407215	4.10028	-2.07915	-0.701634
-0.59808	0.910913	0.34907	-0.407125
2.02997	-1.67501	-0.386078	-0.369859
0.389283	2.40666	-1.43453	-0.653813
0.992207	0.828433	-1.57294	0.494854
0.911585	-1.03172	-0.700928	0.717998
1.39184	0.952	-2.45307	0.34033
1.81193	0.569012	-0.462269	-1.05386
0.565751	0.30988	1.16821	-1.35379
-0.561087	7.25713	-3.45917	-0.913574
0.369252	1.58393	-0.479956	-0.744131
0.540158	-0.858858	-0.309672	0.542595
-0.967251	5.77911	-1.62542	-0.973306
0.434053	0.325075	-0.446234	0.413621
0.791838	0.345706	0.687772	-1.19084
1.55999	3.48593	-2.1786	-2.3681
0.334155	1.19386	-3.51169	2.13577
0.41326	-0.390868	1.18616	-1.00852
-0.463195	4.34961	-1.20129	-1.55369
0.580314	2.0628	-1.24608	-0.444621
1.12769	-2.30156	0.640391	0.383946
-0.376787	3.84856	-1.39737	-1.16651
0.959652	-1.3083	-0.348624	0.657232
-0.356627	-1.15489	3.08924	-1.19678
0.486125	3.47227	-1.02496	-1.95293
0.505544	-0.515467	0.398644	0.302929
1.32206	-5.82838	2.89036	-0.506405
0.410842	3.6475	-1.85901	-1.12522
0.957989	0.453021	-2.51514	1.54155
-0.415704	-1.90974	2.82098	-0.603813
0.977333	4.41494	-2.45199	-1.90939
0.349342	0.344198	-0.678942	0.701706
-0.416873	-3.4795	3.53593	-0.406044
1.23437	6.11842	-2.97459	-2.53248
-0.383145	0.585546	-1.48496	1.38789
-0.467589	0.465426	0.348981	0.335549
-0.670859	4.38437	-0.748684	-1.67831
-0.335003	0.71105	-0.766346	0.555516
0.83535	-0.841689	1.58764	-1.38395
0.575214	1.77862	-2.00613	0.318844
1.20309	1.72952	-2.64952	0.492431
0.814722	-0.503283	-0.3163	-0.421596
0.712968	2.51591	-1.78416	-0.938578
0.666515	0.705224	-0.552357	-0.461248
0.317982	-2.37958	1.13053	0.600382
1.26028	2.20954	-2.65909	-0.728002
1.50014	0.6657	-2.29677	0.716653
-0.450937	-0.560109	0.899758	-0.335435
-0.421407	3.92926	-2.50079	-0.359737
1.75007	1.31302	-3.99177	0.965934
0.677922	-0.805556	0.787519	-0.55987
-0.342491	5.10747	-3.81359	-0.323401
0.626171	0.928194	-0.704112	-0.429353
