1.68796	-3.7962	0.422278	-0.547638
2.17298	-0.489597	-2.6388	0.378694
-0.356537	0.587187	0.325112	-0.513663
0.808996	-0.715789	1.93764	-2.67613
-0.446493	1.94682	-2.16038	0.315234
0.40179	0.799904	0.463676	-1.16343
0.663004	1.79713	-1.55352	-0.852211
0.35855	0.51306	-0.321701	-0.577973
-0.702733	2.61796	-2.0747	-0.325462
0.776837	-1.14353	-1.41327	1.09204
1.35115	0.447335	-0.84736	-1.11797
-0.403657	0.616839	0.631955	-0.963253
0.850601	0.97496	-2.49762	0.347211
1.67943	0.52889	-4.16644	0.393258
1.45701	-0.580117	-0.301767	-0.940972
0.400361	0.618745	-1.63446	0.6759
2.25598	1.49008	-3.2861	-2.71322
0.428208	0.587428	0.688914	-1.34232
1.06694	-0.489957	-0.328587	-0.735754
-0.586997	1.96049	-0.763219	-1.01142
-0.614736	0.781813	-0.833776	0.571098
0.782095	0.635172	-0.629989	-0.676181
0.55058	0.689238	-0.698541	-0.534018
0.331181	0.374672	-1.7219	1.31891
0.511083	0.53412	0.492033	-1.00785
1.4087	0.950159	-2.05588	-0.852521
0.585257	1.87053	-0.913094	-1.08684
-0.874054	-0.731778	-0.391701	1.19526
0.975001	0.59656	-1.12268	-0.552485
0.609856	0.32235	-1.18163	0.859456
0.80705	-0.649435	-0.35962	-0.361827
1.74727	-0.661793	0.346976	-1.84325
-0.637956	-0.646265	1.61479	-0.904786
0.602853	-4.20033	1.50116	-0.47878
-0.400809	1.83428	-0.804153	-1.30849
-1.28128	0.332073	-1.01396	1.52167
-0.344933	0.470599	-0.332034	-0.358574
2.32036	1.70417	-6.19259	-1.26956
-1.76579	0.495837	1.45203	-1.0677
-2.16897	-2.5239	2.3759	0.461642
2.06898	1.83924	-4.49996	-1.74967
-0.339001	-0.469755	-0.398605	0.546601
-0.957871	0.701784	-1.97232	1.56095
0.325237	1.11249	-0.432227	-1.15493
-1.20903	0.565278	-0.357978	0.509042
0.969148	-0.735206	0.703949	-1.15813
0.408631	-0.470395	0.319523	0.324928
-0.404194	2.4233	-2.8837	0.427224
-1.64797	0.516878	0.895558	-0.379451
0.344553	1.57871	-0.951628	-0.953129
-0.688349	-0.489175	0.749446	-0.369966
-0.510868	-0.618221	1.69606	-1.08527
1.32942	1.0115	-1.20424	-1.69537
1.07081	-0.302689	-4.29066	1.80234
-0.923231	0.574999	-0.819806	0.990271
-0.949595	0.864862	-1.46649	1.22967
0.462328	1.34079	-2.81367	0.735913
1.40803	0.472513	-1.01876	-0.813327
-0.327776	3.19462	-4.66069	-0.351595
0.41412	0.725	-0.586515	-0.409479
